Item type,Authors,Editors,Title,Journal,Full journal,Publication year,Volume,Issue,Pages,Folders filed in,Labels filed in,Institution,Number,Edition,Publisher,Address,Book title,Website name,Patent title,Proceedings title,Conference,Conference location,Conference date,Date published,Date accessed,ISBN,ISBN (alt.),ISSN,ISSN (alt.),LCCN,URLs,DOI,PMID,Arxiv ID,Associated DOI,PMC ID,Abstract,Keywords,Notes,Affiliation,Language,Sub-type,Series,Series number,Series editors,Original title,Archive prefix,Eprint ID,Primary class,Chapter,Pages cited,Page count,Volume count,Advisor,School,Department,Degree,Source,How published,Inventors,Assignee,Issuing authority,Patent number,Date filed,Type of patent,Issuing office full name,Application number,Event name,Event place,Presenter,Date,Date of the event,Dataset name,Dataset author(s),Dataset URL,Dataset DOI,Recipient,Performers,Date released,Sender,Title of the reviewed item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ph.D. Thesis,Dryer T,,Designing Certainty: The Rise of Algorithmic Computing in an Age of Anxiety 1920-1970,,,2019,,,,,,,,,,,,,,,,,,2019,9/21/2019,,,,,,https://escholarship.org/uc/item/4d02g6x3,,,,,,"This dissertation offers a political history of the cultural trope and technical apparatus: ‘with 95% certainty,’ and of uncertainty more broadly, from the early 1920s mathematical statistics movement through the design of FORTRAN and ALGOL language digital algorithms of the 1960s and 1970s. The work features a prominent twentieth-century data architecture: confidence interval parameters (CIs). Confidence intervals are statistical hypothesis tests, and experimental design mechanisms, used to make estimations about statistical data, and inform subsequent decision-making based on that information and analysis. CIs connect across digital and predigital computing and function as part of the underpinning logical and political infrastructures that make algorithmic decision-making possible. I situate digital algorithms and statistical hypothesis tests as common ‘data architectures,’ that operate under uncertainty (probabilistic thinking), and that are designed to make certainty claims (political decisions) based on a set of information. By the 1960s, digital algorithms were designed to take over the (un)certainty work of human computers. At the scale of experimental data design, there are key computing concepts at work: confidence (measure of validity), control (randomization), and uncertainty (probability limits) that hold technical-mathematical meanings. I argue these computing concepts also hold affective meanings, driven by human desires and anxieties. I link historical instances and applications of CI logics, a practice that I term ‘confidence computing,’ with much larger historical forces in agriculture, militarism, and environmental policy. I follow iterations of CI logics across a hundred-year period, and in global applications in Poland, India, England, the United States, and Navajo and Hopi land. I put forward two analytic categories to connect across these contexts: ‘(un)certainty work’ is the twofold process of translating data into probabilistic information and analysis and making certainty claims based on that information and analysis. And ‘computing landscapes’ are the geographical areas of land, and political and cultural contexts, that are altered and transformed through this computing work. I argue this: Between 1920 and 1970 an information transformation occurred that reconfigured economic, scientific, and environmental planning processes under a shared program to command uncertainty in data management. This information movement is driven by iterations of crisis that begin in the aftermath of WWI. Designations of crisis are generative of new technical (un)certainty designs and new information systems just as they reaffirm extant information and power structures.Waves of crisis and responsive computational design (and redesign) therefore give impetus to an expanding power of (un)certainty work and oversight, across the twentieth-century. Along this trajectory, confidence interval logics morph from handwritten statistical information on graphing paper, through punch-card ballistics analysis, to coded inputs in digital system processing. The chapters of this dissertation: crisis, confidence, control, (un)certainty, and climate, are defined by war and crisis. The story begins in the aftermath of WWI in the context of a growing agricultural industrialism, expanding western capitalism, and drought management. In the lead-up to WWII, the rising aerial bombing economy then severs computational logics from their agrarian roots and assumes a vantage point from 10,000 feet, “bombsight optics.” In the aftermath of WWII, the U.S. war in Korea and the subsequent proxy wars were vectors for the expansion of (un)certainty work, originating in the firestorm bombing of North African beaches. Throughout the Cold War period, weather control programs, built with confidence logics, generated a new aerial-agricultural economy to be taken over by the management of automated decision-making systems. Designing Certainty ends where the story begins, with farm management. But this is now an agricultural economy that has incorporated the colonial and aerial perspectives emergent from decades of war. Designing Certainty features the archives and work of Polish logician and statistician Jerzy Spława-Neyman, the confidence interval’s initial designer. I move away from a male figurehead genealogy and history and do not cast Neyman as the primary agent or “father” of CI logics. Rather, this is a history of the world he lived in, of the many actors, influences, and historical contingencies that contributed to the rise of (un)certainty computing as a dominant epistemological and political force. My research on CI logics spans over 20 archives and special collections and technical and cultural materials over a century-long period.",,,,,Ph.D. Thesis,,,,,,,,,,,,Gere C,UC San Diego,History,PhD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Colomina B,,X-Ray Architecture,,,2019,,,,,,,,,Lars Müller Publishers,,,,,,,,,2019-03,,9.78304E+12,,,,,https://play.google.com/store/books/details?id=0Te2swEACAAJ,,,,,,"This book explores the impact of medical discourse and diagnostic technologies on the formation, representation, and reception of modern architecture. It challenges the normal understanding of modern architecture by proposing that the architecture of the early twentieth century was shaped by the dominant medical obsession of its time: tuberculosis and its primary diagnostic tool, the X-ray.If architectural discourse has from its beginning associated building and body, the body that it describes is the medical body, reconstructed by each new theory of health. Modern architects pre- sented their architecture as a kind of medical instrument for protecting and enhancing the body. X-ray technology and modern architecture were born around the same time and evolved in parallel. While the X-ray exposed the inside of the body to the public eye, the modern building unveiled its interior, inverting the relationship between private and public.Colomina suggests that if we want to talk about the state of the art in buildings, we should look to the dominant obsessions about illness and the latest techniques of imaging the body-and ask what effects they may have on the way we conceive architecture. AUTHOR: Beatriz Colomina is founding director of the program in Media and Modernity at Princeton University and Professor in the School of Architecture. She has written extensively on the inter- relationships between architecture, art, media, sexuality, and health. SELLING POINTS: *This book discusses a new, compelling theory in architecture that has not been widely discussed before. The author parallels the development of the X-ray with the development of modern architecture. *This book discusses architecture from the early twentieth century to today.",,,,en,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,"Axel N,Colomina B,Hirsch N,Vidokle A,Wigley M",,Superhumanity: Design of the Self,,,2018,,,,,,,,,U of Minnesota Press,,,,,,,,,1/1/2018,,9.78145E+12,,,,,https://play.google.com/store/books/details?id=qip0DwAAQBAJ;https://books.google.com/books?hl=en&lr=&id=qip0DwAAQBAJ&oi=fnd&pg=PT8&dq=Superhumanity+Design+Self&ots=M6K1ovRIvf&sig=QS3IsACUz_WeM2cYxcCRQGXbSIA,,,,,,"A wide-ranging and challenging exploration of design and how it engages with the self The field of design has radically expanded. As a practice, design is no longer limited to the world of material objects but rather extends from carefully crafted individual styles and online identities to the surrounding galaxies of personal devices, new materials, interfaces, networks, systems, infrastructures, data, chemicals, organisms, and genetic codes. Superhumanity seeks to explore and challenge our understanding of “design” by engaging with and departing from the concept of the “self.” This volume brings together more than fifty essays by leading scientists, artists, architects, designers, philosophers, historians, archaeologists, and anthropologists, originally disseminated online via e-flux Architecture between September 2016 and February 2017 on the invitation of the Third Istanbul Design Biennial. Probing the idea that we are and always have been continuously reshaped by the artifacts we shape, this book asks: Who designed the lives we live today? What are the forms of life we inhabit, and what new forms are currently being designed? Where are the sites, and what are the techniques, to design others? This vital and far-reaching collection of essays and images seeks to explore and reflect on the ways in which both the concept and practice of design are operative well beyond tangible objects, expanding into the depths of self and forms of life. Contributors: Zeynep Çelik Alexander, Lucia Allais, Shumon Basar, Ruha Benjamin, Franco “Bifo” Berardi, Daniel Birnbaum, Ina Blom, Benjamin H. Bratton, Giuliana Bruno, Tony Chakar, Mark Cousins, Simon Denny, Keller Easterling, Hu Fang, Rubén Gallo, Liam Gillick, Boris Groys, Rupali Gupte, Andrew Herscher, Tom Holert, Brooke Holmes, Francesca Hughes, Andrés Jaque, Lydia Kallipoliti, Thomas Keenan, Sylvia Lavin, Yongwoo Lee, Lesley Lokko, MAP Office, Chus Martínez, Ingo Niermann, Ahmet Ögüt, Trevor Paglen, Spyros Papapetros, Raqs Media Collective, Juliane Rebentisch, Sophia Roosth, Felicity D. Scott, Jack Self, Prasad Shetty, Hito Steyerl, Kali Stull, Pelin Tan, Alexander Tarakhovsky, Paulo Tavares, Stephan Trüby, Etienne Turpin, Sven-Olov Wallenstein, Eyal Weizman, Mabel O. Wilson, Brian Kuan Wood, Liam Young, and Arseny Zhilyaev.",,,,en,,,,,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,"Colomina B,Bloomer J",,Sexuality & Space,,,1992,,,,,,,,,Princeton Architectural Press,,,,,,,,,1992,,9.78188E+12,,,,,https://play.google.com/store/books/details?id=4WgmIOthwa4C,,,,,,"Sexuality & Space's interdisciplinary essays address gender in relation to architectural discourse and critical theory, focusing on the relationships between sexuality and space hidden within everyday practices. Contributors include Jennifer Bloomer, Victor Burgin, Beatriz Colomina, Elizabeth Grosz, Catherine Ingraham, Meaghan Morris, Laura Mulvey, Molly Nesbit, Alessandra Ponte, Lynn Spigel, Patricia White, and Mark Wigley.\A milestone in the evolving discourse of architectural history and criticism.... These essays raise crucial questions about design and the experience of architecture"," and many attempt to engage ... the rich critical literature of cultural studies\"". -- Alice T. Friedman"," JSAH\""Sexuality and Space is important"," even necessary.... Both timely and well worth the time\"". -- Thomas Keenan"," Newsline""",,,,en,,,,,,,,,,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Colomina B,,Domesticity at War,,,2007,,,,,,,,,MIT Press,,,,,,,,,2007,,9.78026E+12,,,,,https://play.google.com/store/books/details?id=QkOUQgAACAAJ,,,,,,"When American architects, designers, and cultural institutions converted wartime strategies to new ends, the aggressive promotion of postwar domestic bliss became another kind of weapon. In the years immediately following World War II, America embraced modern architecture--not as something imported from Europe, but as an entirely new mode of operation, with original and captivating designs made in the USA. In Domesticity at War, Beatriz Colomina shows how postwar American architecture adapted the techniques and materials that were developed for military applications to domestic use. Just as manufacturers were turning wartime industry to peacetime productivity--going from missiles to washing machines--American architects and cultural institutions were, in Buckminster Fuller's words, turning \weaponry into livingry.\""This new form of domesticity itself turned out to be a powerful weapon. Images of American domestic bliss--suburban homes", manicured lawns, kitchen accessories--went around the world as an effective propaganda campaign. Cold War anxieties were masked by endlessly repeated images of a picture-perfect domestic environment. Even the popular conception of the architect became domesticated, changing from that of an austere modernist to a plaid-shirt wearing homebody. Colomina examines, with interlocking case studies and an army of images, the embattled and obsessive domesticity of postwar America. She reports on, among other things, MOMA's exhibition of a Dymaxion Deployment Unit (DDU), a corrugated steel house suitable for use as a bomb shelter, barracks, or housing; Charles and Ray Eames's vigorous domestic life and their idea of architecture as a flexible stage for the theatrical spectacle of everyday life; and the American lawn as patriotic site and inalienable right.Domesticity at War itself has a distinctive architecture. Housed within the case are two units: one book of text, and one book of illustrations--most of them in color, including advertisements, newspaper and magazine articles, architectural photographs," and more.""",,,,en,,,,,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Pickering M,,Research methods for cultural studies,,,2008,,,,,Cultural Studies,,,,Edinburgh University Press,,,,,,,,,6/1/2008,,9.78075E+12,,,,,https://play.google.com/store/books/details?id=K08oAQAAIAAJ,,,,,,"Michael Pickering Provides students with a clear overview of research methods in cultural studies, along with guidelines on how to put these methods into operation. He advocates a multimethod approach, with students drawing from a pool of techniques and approaches suitable for their own topics of investigation. The book covers the use of experience and how narratives make sense of experience. It also explores cultural memory and historical presentation as well as visual images and both spoken and written forms of discourse. This volume will be of enormous value to anyone involved in cultural inquiry and analysis.",,,,en,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Bernal A,,Individuality as Ideology and the Possibilities of Resistance,Spectra,Spectra,2015,4,2,,,,,,,,,,,,,,,,9/1/2015,,,,2162-8793,,,https://spectrajournal.org/article/10.21061/spectra.v4i2.244/;https://spectrajournal.org/SPECTRA/article/viewFile/244/172;http://dx.doi.org/10.21061/spectra.v4i2.244;https://spectrajournal.org/articles/10.21061/spectra.v4i2.244/,10.21061/spectra.v4i2.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Muñoz JE,,Cruising Utopia: The Then and There of Queer Futurity,,,2009,,,,"Queering Design: Sexual Politics of Space, Place and Digital Culture",,,,,NYU Press,,,,,,,,,11/30/2009,,9.78081E+12,,,,,https://play.google.com/store/books/details?id=f1MTCgAAQBAJ,,,,,,"The LGBT agenda for too long has been dominated by pragmatic issues like same-sex marriage and gays in the military. It has been stifled by this myopic focus on the present, which is short-sighted and assimilationist. Cruising Utopia seeks to break the present stagnancy by cruising ahead. Drawing on the work of Ernst Bloch, José Esteban Muñoz recalls the queer past for guidance in presaging its future. He considers the work of seminal artists and writers such as Andy Warhol, LeRoi Jones, Frank O’Hara, Ray Johnson, Fred Herko, Samuel Delany, and Elizabeth Bishop, alongside contemporary performance and visual artists like Dynasty Handbag, My Barbarian, Luke Dowd, Tony Just, and Kevin McCarty in order to decipher the anticipatory illumination of art and its uncanny ability to open windows to the future. In a startling repudiation of what the LGBT movement has held dear, Muñoz contends that queerness is instead a futurity bound phenomenon, a \not yet here\"" that critically engages pragmatic presentism. Part manifesto", part love-letter to the past and the future," Cruising Utopia argues that the here and now are not enough and issues an urgent call for the revivification of the queer political imagination.""",,,,en,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preprint Manuscript,Costanza-Chock S,,Design Justice: Towards an Intersectional Feminist Framework for Design Theory and Practice,,,2018,,,,"Queering Design: Sexual Politics of Space, Place and Digital Culture",,,,,,,,,,,,,,6/3/2018,,,,,,,https://papers.ssrn.com/abstract=3189696;https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3189696;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3189696;http://designjusticenetwork.org/s/SSRN-id3189696.pdf;http://dx.doi.org/10.21606/dma.2017.679,10.21606/dma.2017.679,,,,,"Design is key to our collective liberation, but most design processes today reproduce inequalities structured by what Black feminist scholars call the matrix of domination. Intersecting inequalities are manifest at all levels of the design process. This paper builds upon the Design Justice Principles, developed by an emerging network of designers and community organizers, to propose a working definition of design justice: Design justice is a field of theory and practice that is concerned with how the design of objects and systems influences the distribution of risks, harms, and benefits among various groups of people. Design justice focuses on the ways that design reproduces, is reproduced by, and/or challenges the matrix of domination (white supremacy, heteropatriarchy, capitalism, and settler colonialism). Design justice is also a growing social movement that aims to ensure a more equitable distribution of design’s benefits and burdens; fair and meaningful participation in design decisions; and recognition of community based design traditions, knowledge, and practices.","design, design justice, intersectionality, intersectional feminism, matrix of domination",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Zielinski S,,Deep Time of the Media: Toward an Archaeology of Hearing and Seeing by Technical Means,,,2006,,,,,,,,,MIT Press,,,,,,,,,2006-01,,9.78026E+12,,,,,https://play.google.com/store/books/details?id=KHtiAAAAMAAJ,,,,,,"Deep Time of the Media takes us on an archaeological quest into the hidden layers of media development—dynamic moments of intense activity in media design and construction that have been largely ignored in the historical-media archaeological record. Siegfried Zielinski argues that the history of the media does not proceed predictably from primitive tools to complex machinery; in Deep Time of the Media, he illuminates turning points of media history—fractures in the predictable—that help us see the new in the old.Drawing on original source materials, Zielinski explores the technology of devices for hearing and seeing through two thousand years of cultural and technological history. He discovers the contributions of \dreamers and modelers\"" of media worlds"," from the ancient Greek philosopher Empedocles and natural philosophers of the Renaissance and Baroque periods to Russian avant-gardists of the early twentieth century. \""Media are spaces of action for constructed attempts to connect what is separated","\"" Zielinski writes. He describes models and machines that make this connection: including a theater of mirrors in sixteenth-century Naples", an automaton for musical composition created by the seventeenth-century Jesuit Athanasius Kircher, and the eighteenth-century electrical tele-writing machine of Joseph Mazzolari, among others. Uncovering these moments in the media-archaeological record, Zielinski says," brings us into a new relationship with present-day moments; these discoveries in the \""deep time\"" media history shed light on today's media landscape and may help us map our expedition to the media future.""",,,,en,,,,,,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,"Gordon PE,Honneth A,Hammer E",,The Routledge Companion to the Frankfurt School,,,2018,,,,,Critical Theory,,,,Routledge,,,,,,,,,2018,,9.78114E+12,,,,,https://play.google.com/store/books/details?id=ZRdauAEACAAJ,,,,,,"The portentous terms and phrases associated with the first decades of the Frankfurt School - exile, the dominance of capitalism, fascism - seem as salient today as they were in the early twentieth century. The Routledge Companion to the Frankfurt School addresses the many early concerns of critical theory and brings those concerns into direct engagement with our shared world today. In this volume, a distinguished group of international scholars from a variety of disciplines revisits the philosophical and political contributions of Theodor W. Adorno, Walter Benjamin, Max Horkheimer, Herbert Marcuse, Jürgen Habermas, Axel Honneth, and others. Throughout, the Companion's focus is on the major ideas that have made the Frankfurt School such a consequential and enduring movement. It offers a crucial resource for those who are trying to make sense of the global and cultural crisis that has now seized our contemporary world.",,,,en,,,,,,,,,,,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Sword H,,Air & Light & Time & Space: How Successful Academics Write,,,2017,,,,,,,,,Harvard University Press,,,,,,,,,4/17/2017,,9.78067E+12,,,,,https://play.google.com/store/books/details?id=SD9YDgAAQBAJ;https://openlibrary.org/books/OL27235786M/Air_light_time_space,,,,,,"From the author of Stylish Academic Writing comes an essential new guide for writers aspiring to become more productive and take greater pleasure in their craft. Helen Sword interviewed one hundred academics worldwide about their writing background and practices. Relatively few were trained as writers, she found, and yet all have developed strategies to thrive in their publish-or-perish environment. So how do these successful academics write, and where do they find the \air and light and time and space","\"" in the words of poet Charles Bukowski", to get their writing done? What are their formative experiences, their daily routines," their habits of mind? How do they summon up the courage to take intellectual risks and the resilience to deal with rejection? Sword identifies four cornerstones that anchor any successful writing practice: Behavioral habits of discipline and persistence; Artisanal habits of craftsmanship and care; Social habits of collegiality and collaboration; and Emotional habits of positivity and pleasure. Building on this \""BASE","\"" she illuminates the emotional complexity of the writing process and exposes the lack of writing support typically available to early-career academics. She also lays to rest the myth that academics must produce safe", conventional prose or risk professional failure. The successful writers profiled here tell stories of intellectual passions indulged, disciplinary conventions subverted, and risk-taking rewarded. Grounded in empirical research and focused on sustainable change," Air & Light & Time & Space offers a customizable blueprint for refreshing personal habits and creating a collegial environment where all writers can flourish.""",,,,en,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Berdahl JL,Cooper M,Glick P,Livingston RW,Williams JC",,Work as a Masculinity Contest,J. Soc. Issues,The Journal of social issues,2018,74,3,422-448,Masculinities,,,,,,,,,,,,,,9/13/2018,,,,0022-4537,,,http://doi.wiley.com/10.1111/josi.12289;http://onlinelibrary.wiley.com/wol1/doi/10.1111/josi.12289/fullpdf;https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fjosi.12289;http://dx.doi.org/10.1111/josi.12289,10.1111/josi.12289,,,,,"Abstract We propose that a key reason why the workplace gender revolution has stalled (England, 2010) is that work remains the site of masculinity contests among men. In this article, we outline a theoretical framework for thinking about work as a masculinity contest, beginning with a brief review of scholarship on masculinity and exploring how the workplace is a context in which men feel particular pressure to prove themselves as ?real men.? We identify different dimensions of masculinity along which employees may compete and how the competition may differ by work context. We propose that organizations with Masculinity Contest Cultures (MCCs) represent dysfunctional organizational climates (e.g., rife with toxic leadership, bullying, harassment) associated with poor individual outcomes for men as well as women (e.g., burnout, low organizational dedication, lower well-being). We discuss how papers in this special issue contribute insight into MCCs and end with a discussion of the contributions made by conceptualizing work as a masculinity contest, and directions for future research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Han BC,,In the Swarm: Digital Prospects,,,2017,,,,,,,,,MIT Press,,,,,,,,,4/7/2017,,9.78026E+12,,,,,https://play.google.com/store/books/details?id=ZR-QDgAAQBAJ,,,,,,"A prominent German thinker argues that—contrary to “Twitter Revolution” cheerleading—digital communication is destroying political discourse and political action.The shitstorm represents an authentic phenomenon of digital communication.—from In the SwarmDigital communication and social media have taken over our lives. In this contrarian reflection on digitized life, Byung-Chul Han counters the cheerleaders for Twitter revolutions and Facebook activism by arguing that digital communication is in fact responsible for the disintegration of community and public space and is slowly eroding any possibility for real political action and meaningful political discourse. In the predigital, analog era, by the time an angry letter to the editor had been composed, mailed, and received, the immediate agitation had passed. Today, digital communication enables instantaneous, impulsive reaction, meant to express and stir up outrage on the spot. “The shitstorm,” writes Han, ”represents an authentic phenomenon of digital communication.”Meanwhile, the public, the senders and receivers of these communications have become a digital swarm—not a mass, or a crowd, or Negri and Hardt's antiquated notion of a “multitude,” but a set of isolated individuals incapable of forming a “we,” incapable of calling dominant power relations into question, incapable of formulating a future because of an obsession with the present. The digital swarm is a fragmented entity that can focus on individual persons only in order to make them an object of scandal. Han, one of the most widely read philosophers in Europe today, describes a society in which information has overrun thought, in which the same algorithms are employed by Facebook, the stock market, and the intelligence services. Democracy is under threat because digital communication has made freedom and control indistinguishable. Big Brother has been succeeded by Big Data.",,,,en,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Han BC,,The Burnout Society,,,2015,,,,,,,,,Stanford University Press,,,,,,,,,8/12/2015,,9.7808E+12,,,,,https://play.google.com/store/books/details?id=2gkNCgAAQBAJ,,,,,,"Our competitive, service-oriented societies are taking a toll on the late-modern individual. Rather than improving life, multitasking, \user-friendly\"" technology", and the culture of convenience are producing disorders that range from depression to attention deficit disorder to borderline personality disorder. Byung-Chul Han interprets the spreading malaise as an inability to manage negative experiences in an age characterized by excessive positivity and the universal availability of people and goods. Stress and exhaustion are not just personal experiences, but social and historical phenomena as well. Denouncing a world in which every against-the-grain response can lead to further disempowerment, he draws on literature, philosophy," and the social and natural sciences to explore the stakes of sacrificing intermittent intellectual reflection for constant neural connection.""",,,,en,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Innis HA,,Empire and Communications,,,2007,,,,,,,,,Dundurn,,,,,,,,,2007,,9.78155E+12,,,,,https://play.google.com/store/books/details?id=j6LTcw6eNmwC,,,,,,"It's been said that without Harold A. Innis there could have been no Marshall McLuhan. Empire and Communications is one of Innis's most important contributions to the debate about how media influence the development of consciousness and societies. In this seminal text, he traces humanity's movement from the oral tradition of preliterate cultures to the electronic media of recent times. Along the way, he presents his own influential concepts of oral communication, time and space bias, and monopolies of knowledge.",,,,en,,,,,,,,,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Fuchs C,,Digital Demagogue: Authoritarian Capitalism in the Age of Trump and Twitter,,,2018,,,,,,,,,Pluto Press,,,,,,,,,2018,,9.78075E+12,,,,,https://play.google.com/store/books/details?id=Lq1HswEACAAJ,,,,,,"From 'Covfefe' to #FraudNewsCNN and #FakeNews, Donald Trump's tweets have caused an international frenzy. He is a reality TV and Twitter-President, who uses digital and entertainment culture as an ideological weapon - as an expression of his authoritarianism.This book delves into new political-economic structures as expressed through political communication to explain the rise of authoritarian capitalism, nationalism and right-wing ideology throughout the world. Christian Fuchs does this through updating Marxist theory and the Frankfurt School's critical theory. He re-invigorates the works on authoritarianism of Franz L. Neumann, Theodor W. Adorno, Erich Fromm, Herbert Marcuse, Max Horkheimer, Wilhelm Reich, Leo Lowenthal and Klaus Theweleit in the age of Trump and Twitter.In the age of big data and social media, Digital Demagogue studies the expressions of ideology, nationalism and authoritarianism today and discusses prospects for overcoming capitalism and renewing the Left.",,,,en,,,,,,,,,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Stoler AL,,Along the Archival Grain: Epistemic Anxieties and Colonial Common Sense,,,2010,,,,#OurDHis DHSI 2020 Syllabus,,,,,Princeton University Press,,,,,,,,,2/14/2010,,9.78069E+12,,,,,https://play.google.com/store/books/details?id=rwH5mAEACAAJ,,,,,,"Along the Archival Grain offers a unique methodological and analytic opening to the affective registers of imperial governance and the political content of archival forms. In a series of nuanced mediations on the nature of colonial documents from the nineteenth-century Netherlands Indies, Ann Laura Stoler identifies the social epistemologies that guided perception and practice, revealing the problematic racial ontologies of that confused epistemic space. Navigating familiar and extraordinary paths through the lettered lives of those who ruled, she seizes on moments when common sense failed and prevailing categories no longer seemed to work. She asks not what colonial agents knew, but what happened when what they thought they knew they found they did not. Rejecting the notion that archival labor be approached as an extractive enterprise, Stoler sets her sights on archival production as a consequential act of governance, as a field of force with violent effect, and not least as a vivid space to do ethnography.",,,,en,,,,,,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Johnson J,,Affective radicalization and white masculinity,Feminist Media Studies,Feminist Media Studies,2019,19,2,297-299,Masculinities,,,,,Routledge,,,,,,,,,2/17/2019,,,,1468-0777,,,https://doi.org/10.1080/14680777.2019.1573533;http://dx.doi.org/10.1080/14680777.2019.1573533,10.1080/14680777.2019.1573533,,,,,,,doi: 10.1080/14680777.2019.1573533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Lussier K,,"Of Maslow, motives, and managers: The hierarchy of needs in American business, 1960-1985",J. Hist. Behav. Sci.,Journal of the history of the behavioral sciences,2019,,,,,,,,,,,,,,,,,,8/30/2019,,,,0022-5061,1520-6696,,http://dx.doi.org/10.1002/jhbs.21992;https://www.ncbi.nlm.nih.gov/pubmed/31471905;https://doi.org/10.1002/jhbs.21992,10.1002/jhbs.21992,31471905,,,,"This paper examines the impact of psychologist Abraham Maslow's hierarchy of needs in American management. I trace how a roster of management experts translated the hierarchy of needs into management through case studies of job redesign programs at Texas Instruments and marketing firm Young & Rubicam's management training. The hierarchy of needs resonated with management, I argue, because it seemed to offer both a concrete guide for management, with practical implications for designing management training and work structures, alongside a broader social theory that purported to explain changing social values and economic circumstances in America. For the management theorists who invoked the hierarchy of needs, the corporation served as both the prime site for people to fulfill their higher psychological needs and the ideal site to study and cultivate motivation. This article contributes to histories of psychology that show how psychology became a prominent resource in American public life.",,,"Institute for Management and Innovation, University of Toronto Mississauga, Mississauga, Canada.",en,Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
